Year of last filed report / Année de déclaration la plus récente,NPRI ID / ID INRP,Company Name / Raison Sociale,Facility Name / Nom de l'installation,Address line 1 / Première ligne d’adresse,Address line 2 / Deuxième ligne d’adresse,City / Ville,Province / Province,Postal Code / Code postal,Physical Land Survey Description / Description de l'arpentage,National Topographical Description / Description topographique nationale,Latitude / Latitude,Longitude / Longitude,Datum / Datum,NAICS / Code SCIAN,Key Industrial Sector Code / Code des Secteurs industriels clés,Key Industrial Sector (English) / Secteurs industriels clés (Anglais),Key Industrial Sector (French) / Secteurs industriels clés (Français),Census Division (CD) Unique ID / No unique de la Division de recensement (DR),Census Division (CD) Name / Nom de la Division de recensement (DR),Census Sub Division (CSD) Unique ID / No unique de la Subdivision de recensement (SDR),Census Sub Division (CSD) Name / Nom de la Subdivision de recensement (SDR),Census Metropolitan Area (CMA) Unique ID / No unique de la Région métropolitaine de recensement (RMR),Census Metropolitan Area (CMA) Name / Nom de la Région métropolitaine de recensement (RMR),Economic Region (ER) Unique ID / No unique de la Région économique (RE),Economic Region (ER) Name / Nom de la Région économique (RE),Forward Sortation Area (FSA) / Région de tri d'acheminement (RTA),Ecozone Unique ID / No unique de l’écozone,English Ecozone Name / Nom anglais de l’écozone,French Ecozone Name / Nom français de l’écozone,Unique ID of the Major Drainage Area from the Water Survey of Canada (WSC) / No unique de l’aire de drainage principale des Relevés hydrologiques du Canada (RHC),Major Drainage Area English Name / Nom anglais de l’aire de drainage principale ,Major Drainage Area French Name / Nom français de l’aire de drainage principale ,Sulphur Oxide Management Area (SOMA) / Zone de gestion des oxydes de soufre (ZGOS),Ontario Pollution Emission Management Area (PEMA) / Zone de gestion des émission de polluants (ZGEP) de l'Ontario,Quebec Pollution Emission Management Area (PEMA) / Zone de gestion des émission de polluants (ZGEP) du Québec,Quebec City-Windsor Corridor / Corridor Québec-Windsor
2016,397,Honda Canada Inc.,Alliston,4700 Industrial Parkway,,Alliston,ON,L9R1A2,,,44.14,-79.84,1983,336110,15,Transportation Equipment Mfg.,Fabrication de matériel de transport,3543,Simcoe,3543007,New Tecumseth,535,Toronto,3540,Kitchener--Waterloo--Barrie,L9R,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,422,Icynene Inc.,Manufacturing Facility,6747 Campobello Road,,Mississauga,ON,L5N2L7,,,43.62,-79.66,1983,325190,3,Chemicals,Produits chimiques,3521,Peel,3521005,Mississauga,535,Toronto,3530,Toronto,L4Z,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,423,The International Group Inc.,Agincourt Plant,50 Salome Drive,,Toronto,ON,M1S2A8,,,43.78,-79.27,1983,324190,12,Petroleum and Coal Product Refining and Mfg.,Fabrication et raffinage des produits du pétrole et du charbon,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M1S,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,444,Vale Canada Limited,Copper Cliff Smelter,18 Rink Street,,Copper Cliff,ON,P0M1N0,,,46.47,-81.05,1983,331410,7,Metals (Except Aluminum and Iron and Steel),Métaux (sauf aluminium et fer et acier),3553,Greater Sudbury / Grand Sudbury,3553005,Greater Sudbury / Grand Sudbury,580,Greater Sudbury / Grand Sudbury,3590,Northeast / Nord-est,P0M,6,Boreal Shield,Bouclier boréal,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,0
2016,452,PC Forge - IMT Partnership,FORGE DIVISION,837 Reuter Road,,Port Colborne,ON,L3K5V7,,,42.88,-79.22,1983,332113,6,Other Manufacturing,Autres fabrication,3526,Niagara,3526011,Port Colborne,539,St. Catharines - Niagara,3550,Hamilton--Niagara Peninsula,L3K,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,455,Ingot Metal Co. Ltd.,INGOT METAL COMPANY LIMITED,111 Fenmar Drive,,Weston,ON,M9L1M3,,,43.75,-79.54,1983,331410,7,Metals (Except Aluminum and Iron and Steel),Métaux (sauf aluminium et fer et acier),3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M9L,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,464,Lebel Goodfellow Treating Inc.,Bancroft Treating,27942 Highway 62 South,,Bancroft,ON,K0L1C0,,,45.04,-77.83,1983,321114,19,Wood Products,Produits en bois,3512,Hastings,3512061,Bancroft,,,3515,Kingston--Pembroke,K0L,6,Boreal Shield,Bouclier boréal,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,466,John E. Goudey Mfg. Ltd.,John E. Goudey Mfg Limited,21 Primrose Avenue,,Toronto,ON,M6H3V1,,,43.66,-79.44,1983,325510,3,Chemicals,Produits chimiques,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M6H,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,477,Kleen-Flo Tumbler Industries Ltd.,KLEEN-FLO TUMBLER INDUSTRIES LTD.,75 Advance Boulevard North,,Brampton,ON,L6T4N1,,,43.69,-79.69,1983,325999,3,Chemicals,Produits chimiques,3521,Peel,3521010,Brampton,535,Toronto,3530,Toronto,L6T,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,485,Ingredion Canada Incorporated,Ingredion Canada Incorporated - London Plant,1100 Green Valley Road,,London,ON,N6N1E3,,,42.92,-81.19,1983,311221,6,Other Manufacturing,Autres fabrication,3539,Middlesex,3539036,London,555,London,3560,London,N6N,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,488,Ingredion Canada Corporation,Ingredion Canada Incorporated  - Cardinal Plant,4040 James Street,,Cardinal,ON,K0E1E0,,,44.78,-75.37,1983,311221,6,Other Manufacturing,Autres fabrication,3507,Leeds and Grenville,3507004,Edwardsburgh/Cardinal,,,3510,Ottawa,K0E,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2015,494,Methes Energies Canada Inc.,BIOX Canada Limited - Sombra,224 Holt Line West,,Sombra,ON,N0P2H0,,,42.69,-82.48,1983,325190,3,Chemicals,Produits chimiques,3538,Lambton,3538003,St. Clair,562,Sarnia,3570,Windsor--Sarnia,N0P,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,495,City of Windsor,Lou Romano Water Reclamation Plant,4155 Ojibway Parkway,,Windsor,ON,N9C4A5,,,42.28,-83.08,1983,221320,18,Water and Wastewater Systems,Systèmes d'eau et des eaux usées,3537,Essex,3537039,Windsor,559,Windsor,3570,Windsor--Sarnia,N9C,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,517,O-I Canada Corp.,Plant #31 Brampton,100 West Drive,,Brampton,ON,L6T2J5,,,43.7,-79.72,1983,327214,2,"Cement, Lime and Other Non-Metallic Minerals","Ciment, chaux et autres produits minéraux non métalliques",3521,Peel,3521010,Brampton,535,Toronto,3530,Toronto,L6T,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,538,Crown Metal Packaging Canada LP,CROWN METAL PACKAGING CANADA LP - PLT. 245,21 Fenmar Drive,,Toronto,ON,M9L 2Y9,,,43.75,-79.53,1983,332999,6,Other Manufacturing,Autres fabrication,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M9L,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2009,544,CROWN METAL PACKAGING CANADA LP,CROWN METAL PACKAGING CANADA LP - PLANT 257,125 Irwin Street,,Chatham,ON,N7M5L3,,,42.39,-82.21,1983,,6,Other Manufacturing,Autres fabrication,3536,Chatham-Kent,3536020,Chatham-Kent,556,Chatham-Kent,3570,Windsor--Sarnia,N7M,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2011,547,CROWN CHEMICAL PRODUCTS INC.,CROWN CHEMICAL PRODUCTS INC.,6125 Netherhart Road,,Mississauga,ON,L5T1G5,,,43.66,-79.64,1983,325610,3,Chemicals,Produits chimiques,3521,Peel,3521005,Mississauga,535,Toronto,3530,Toronto,L4W,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,566,Acorn Packaging Inc.,Acorn Packaging Inc.,563 Queensway Street East,,Mississauga,ON,L5A3X6,,,43.58,-79.59,1983,323119,6,Other Manufacturing,Autres fabrication,3521,Peel,3521005,Mississauga,535,Toronto,3530,Toronto,L5A,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,571,CpK Interior Products Inc.,CpK Interior Products - Port Hope Operations,128 Peter Street,,Port Hope,ON,L1A1C4,,,43.95,-78.28,1983,336360,15,Transportation Equipment Mfg.,Fabrication de matériel de transport,3514,Northumberland,3514020,Port Hope,528,Port Hope,3520,Muskoka--Kawarthas,L1A,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,577,Dextran Products Ltd.,DEXTRAN PRODUCTS LIMITED,421 Comstock Road,,Toronto,ON,M1L2H5,,,43.72,-79.27,1983,325410,3,Chemicals,Produits chimiques,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M1L,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,612,Hitachi Construction Truck Manufacturing Ltd.,Hitachi,200 Woodlawn Road West,,Guelph,ON,N1H1B6,,,43.55,-80.29,1983,333120,6,Other Manufacturing,Autres fabrication,3523,Wellington,3523008,Guelph,550,Guelph,3540,Kitchener--Waterloo--Barrie,N1H,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,632,Brimac Anodizing Ltd.,BRIMAC ANODIZING (1985) LIMITED,542 Kipling Avenue,,Toronto,ON,M8Z5E3,,,43.61,-79.52,1983,332810,6,Other Manufacturing,Autres fabrication,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M8Z,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,635,Forterra Brick,Forterra Brick - Burlington,0 - 5155 Dundas Street,,Burlington,ON,L7R3Y2,,,43.41,-79.8,1983,327990,2,"Cement, Lime and Other Non-Metallic Minerals","Ciment, chaux et autres produits minéraux non métalliques",3524,Halton,3524002,Burlington,537,Hamilton,3550,Hamilton--Niagara Peninsula,L7R,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,656,"Durez Canada Company, Ltd.",Durez Canada,100 Dunlop Street,,Fort Erie,ON,L2A 4H8,,,42.92,-78.93,1983,325210,3,Chemicals,Produits chimiques,3526,Niagara,3526003,Fort Erie,539,St. Catharines - Niagara,3550,Hamilton--Niagara Peninsula,L2A,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,701,Kubota Materials Canada Corporation,Kubota Materials Canada Corporation,25 Commerce Road,,Orillia,ON,L3V6L6,,,44.62,-79.43,1983,331514,5,Iron and Steel,Fer et acier,3543,Simcoe,3543052,Orillia,569,Orillia,3540,Kitchener--Waterloo--Barrie,L3V,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2011,708,LEAR CANADA,AJAX,660 Monarch Avenue,,Ajax,ON,L1S2G9,,,43.83,-79.02,1983,336360,15,Transportation Equipment Mfg.,Fabrication de matériel de transport,3518,Durham,3518005,Ajax,535,Toronto,3530,Toronto,L1S,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,717,Dana Canada Corporation,Dana Cambridge,401 Franklin Boulevard,,Cambridge,ON,N1R5Y2,,,43.36,-80.29,1983,336390,15,Transportation Equipment Mfg.,Fabrication de matériel de transport,3530,Waterloo,3530010,Cambridge,541,Kitchener - Cambridge - Waterloo,3540,Kitchener--Waterloo--Barrie,N1R,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,722,2121865 Ontario Ltd.,Mac Coatings,1106 Walker Road,,Windsor,ON,N8Y2N7,,,42.31,-83,1983,325510,3,Chemicals,Produits chimiques,3537,Essex,3537039,Windsor,559,Windsor,3570,Windsor--Sarnia,N8Y,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,728,Mancuso Chemicals Limited,NIAGARA FALLS,5725 Progress Street,,Niagara Falls,ON,L2E6X8,,,43.05,-79.08,1983,325210,3,Chemicals,Produits chimiques,3526,Niagara,3526043,Niagara Falls,539,St. Catharines - Niagara,3550,Hamilton--Niagara Peninsula,L2E,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2013,735,EXXONMOBIL CHEMICAL FILMS CANADA LTD.,EXXONMOBIL CHEMICAL FILMS CANADA LTD.,321 University Avenue,,Belleville,ON,K8N5A2,,,44.2,-77.36,1983,326114,13,Plastics and Rubber,Plastiques et caoutchouc,3512,Hastings,3512005,Belleville,522,Belleville,3515,Kingston--Pembroke,K8N,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,741,Morbern Inc.,Morbern Inc.,80 Boundary Road South,,Cornwall,ON,K6H5v3,,,45.03,-74.66,1983,313320,6,Other Manufacturing,Autres fabrication,3501,"Stormont, Dundas and Glengarry",3501012,Cornwall,501,Cornwall,3510,Ottawa,K6H,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,743,National Rubber Technologies Corp.,Cawthra Plant,35 Cawthra Avenue,,Toronto,ON,M6N5B3,,,43.66,-79.46,1983,326290,13,Plastics and Rubber,Plastiques et caoutchouc,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M6N,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,744,DEPARTMENT OF NATIONAL DEFENCE,8 Wing Trenton Environmental Management,Rm 305 - 74 Polaris Avenue,,Astra,ON,K0K3W0,,,44.11,-77.53,1983,911110,11,Other (Except Manufacturing),Autres (sauf fabrication),3512,Hastings,3512015,Quinte West,522,Belleville,3515,Kingston--Pembroke,K0K,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,748,NCH Corp.,NCH Canada Inc,247 Orenda Road,,Brampton,ON,L6T1E6,,,43.69,-79.72,1983,325610,3,Chemicals,Produits chimiques,3521,Peel,3521010,Brampton,535,Toronto,3530,Toronto,L6T,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,770,City of Ottawa,Robert O. Pickard Environmental Centre,800 Greens Creek Drive,,Gloucester,ON,K1J1A6,,,45.46,-75.59,1983,221320,18,Water and Wastewater Systems,Systèmes d'eau et des eaux usées,3506,Ottawa,3506008,Ottawa,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),3510,Ottawa,K1J,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,775,Resolute FP Canada Inc,Thorold Division,2 Allanburg Road,,Thorold,ON,L2V3Z5,,,43.1,-79.19,1983,322122,14,Pulp and Paper,Pâte à papier et papier,3526,Niagara,3526037,Thorold,539,St. Catharines - Niagara,3550,Hamilton--Niagara Peninsula,L2V,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2009,778,RECOCHEM,BRAMPTON,131 East Drive,,Brampton,ON,L6T1B5,,,43.71,-79.69,1983,339990,6,Other Manufacturing,Autres fabrication,3521,Peel,3521010,Brampton,535,Toronto,3530,Toronto,L6T,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,799,Scapa North America Ltd.,SCAPA NORTH AMERICA,609 Barnet Boulevard,,Renfrew,ON,K7V3Z4,,,45.46,-76.66,1983,325520,3,Chemicals,Produits chimiques,3547,Renfrew,3547048,Renfrew,,,3515,Kingston--Pembroke,K7V,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,800,Siltech Corporation,Mississauga Plant,3265 Wolfedale Road North,,Mississauga,ON,L5C 1V8,,,43.56,-79.64,1983,325190,3,Chemicals,Produits chimiques,3521,Peel,3521005,Mississauga,535,Toronto,3530,Toronto,L5C,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,805,MSSC Canada,MSSC Canada,201 Park Avenue,,Chatham,ON,N7M3V7,,,42.4,-82.17,1983,336330,15,Transportation Equipment Mfg.,Fabrication de matériel de transport,3536,Chatham-Kent,3536020,Chatham-Kent,556,Chatham-Kent,3570,Windsor--Sarnia,N7M,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,806,Evonik Oil Additives Canada Inc.,Morrisburg Plant,12695 County Rd. 2,,Morrisburg,ON,K0C1X0,,,44.91,-75.15,1983,325999,3,Chemicals,Produits chimiques,3501,"Stormont, Dundas and Glengarry",3501020,South Dundas,,,3510,Ottawa,K0C,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,814,Schwartz Chemical Corp.,SCHWARTZ CHEMICAL COROPORATION,777 McKay Road,,Pickering,ON,L1W3A3,,,43.81,-79.05,1983,325510,3,Chemicals,Produits chimiques,3518,Durham,3518001,Pickering,535,Toronto,3530,Toronto,L1W,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,818,Canusa-CPS,Huntsville,455 West Airport Road,,Huntsville,ON,P1H1Y7,,,45.31,-79.24,1983,326114,13,Plastics and Rubber,Plastiques et caoutchouc,3544,Muskoka,3544042,Huntsville,,,3520,Muskoka--Kawarthas,P1H,6,Boreal Shield,Bouclier boréal,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2015,855,Chemtrade Logistics Inc.,Chemtrade - Niagara Falls CSC,6300 OldField Road,,Niagara Falls,ON,L2G3J8,QC,,43.06,-79.1,1983,325189,3,Chemicals,Produits chimiques,3526,Niagara,3526043,Niagara Falls,539,St. Catharines - Niagara,3550,Hamilton--Niagara Peninsula,L2E,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,917,Resolute FP Canada Inc.,Fort Frances Division,427 Mowat Avenue,,Fort Frances,ON,P9A1Y8,,,48.61,-93.4,1983,322121,14,Pulp and Paper,Pâte à papier et papier,3559,Rainy River,3559012,Fort Frances,,,3595,Northwest / Nord-ouest,P9A,6,Boreal Shield,Bouclier boréal,5,Nelson River Drainage Area,Aire de drainage du fleuve Nelson,0,0,0,0
2016,921,Bartek Ingredients Inc.,Plant #2,690 Service Road South,,Stoney Creek,ON,L8E3J4,,,43.23,-79.71,1983,325999,3,Chemicals,Produits chimiques,3525,Hamilton,3525005,Hamilton,537,Hamilton,3550,Hamilton--Niagara Peninsula,L8E,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,928,Domtar Inc.,Dryden Mill,1 Duke Street,,Dryden,ON,P8N2Z7,,,49.78,-92.84,1983,322112,14,Pulp and Paper,Pâte à papier et papier,3560,Kenora,3560027,Dryden,,,3595,Northwest / Nord-ouest,P8N,6,Boreal Shield,Bouclier boréal,5,Nelson River Drainage Area,Aire de drainage du fleuve Nelson,0,0,0,0
2016,930,Produits forestiers Résolu,Thunder Bay Operations,2001 Neebing Avenue,,Thunder Bay,ON,P7E6S3,,,48.34,-89.3,1983,322112,14,Pulp and Paper,Pâte à papier et papier,3558,Thunder Bay,3558004,Thunder Bay,595,Thunder Bay,3595,Northwest / Nord-ouest,P7E,6,Boreal Shield,Bouclier boréal,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,0,0,0,0
2016,931,Ampacet Canada Co.,Ampacet Canada Co.,101 Sasaga Drive,,Kitchener,ON,N2C2G8,,,43.4,-80.45,1983,326198,13,Plastics and Rubber,Plastiques et caoutchouc,3530,Waterloo,3530013,Kitchener,541,Kitchener - Cambridge - Waterloo,3540,Kitchener--Waterloo--Barrie,N2R,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,953,Essex Group Canada Inc.,Essex Group Canada Inc.,20 Gilbertson Drive,,Simcoe,ON,N3Y4L5,,,42.85,-80.3,1983,331420,7,Metals (Except Aluminum and Iron and Steel),Métaux (sauf aluminium et fer et acier),3528,Haldimand-Norfolk,3528052,Norfolk County,547,Norfolk,3550,Hamilton--Niagara Peninsula,N3Y,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,956,Nexans Canada Inc.,Nexans Fergus Plant,670 Gzowski Street,,Fergus,ON,N1M2W9,,,43.71,-80.37,1983,335920,6,Other Manufacturing,Autres fabrication,3523,Wellington,3523025,Centre Wellington,531,Centre Wellington,3540,Kitchener--Waterloo--Barrie,N1M,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2015,978,Produits forestiers Résolu,Iroquois Falls Division,1 Park Street,,Iroquois Falls,ON,P0K1E0,,,48.76,-80.67,1983,322122,14,Pulp and Paper,Pâte à papier et papier,3556,Cochrane,3556031,Iroquois Falls,,,3590,Northeast / Nord-est,P0K,6,Boreal Shield,Bouclier boréal,4,Southwestern Hudson Bay Drainage Area,Aire de drainage du sud-ouest de la baie d'Hudson,1,0,0,0
2016,1006,Jazz Aviation LP,Ottawa International Airport,1000 Airport Parkway Private Parkway,,Ottawa,ON,K1V9B4,,,45.32,-75.66,1983,488190,11,Other (Except Manufacturing),Autres (sauf fabrication),3506,Ottawa,3506008,Ottawa,505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),3510,Ottawa,K1V,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,1054,"Innophos Canada, Inc.","Innophos Canada, Inc.",109 Siddall Road,,Lowbanks,ON,N0A1K0,,,42.86,-79.56,1983,325189,3,Chemicals,Produits chimiques,3528,Haldimand-Norfolk,3528018,Haldimand County,,,3550,Hamilton--Niagara Peninsula,N0A,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,1070,Essar Steel Algoma Inc.,Essar Steel Algoma Inc,105 West Street North,,Sault Ste. Marie,ON,P6A7B4,,,46.52,-84.36,1983,331110,5,Iron and Steel,Fer et acier,3557,Algoma,3557061,Sault Ste. Marie,590,Sault Ste. Marie,3590,Northeast / Nord-est,P6C,6,Boreal Shield,Bouclier boréal,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,0
2014,1088,FRAM Group Canada Inc,FRAM Group Canada Inc,305 Romeo Street South,,Stratford,ON,N5A 4T8,,,43.36,-80.96,1983,336390,15,Transportation Equipment Mfg.,Fabrication de matériel de transport,3531,Perth,3531011,Stratford,553,Stratford,3580,Stratford--Bruce Peninsula,N5A,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,1093,Armstrong Manufacturing Inc.,2485 Haines Road,2485 Haines Road,,Mississauga,ON,l4y1y7,,,43.59,-79.59,1983,325610,3,Chemicals,Produits chimiques,3521,Peel,3521005,Mississauga,535,Toronto,3530,Toronto,L4Y,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,1096,Nexeo Solutions Canada Corporation,Mississauga - Distribution,2620 Royal Windsor Drive,,Mississauga,ON,L5J4E7,,,43.49,-79.64,1983,418410,11,Other (Except Manufacturing),Autres (sauf fabrication),3521,Peel,3521005,Mississauga,535,Toronto,3530,Toronto,L5J,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2014,1105,Graphic Packaging International Canada Corportation,Graphic Packaging - Brampton Plant,134 Kennedy Road,,Brampton,ON,L6W3G5,,,43.68,-79.73,1983,326114,13,Plastics and Rubber,Plastiques et caoutchouc,3521,Peel,3521010,Brampton,535,Toronto,3530,Toronto,L6W,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,1109,Atotech Canada Ltd.,ATOTECH CANADA,1180 Corporate Drive,,Burlington,ON,L7L5R6,,,43.37,-79.78,1983,325999,3,Chemicals,Produits chimiques,3524,Halton,3524002,Burlington,537,Hamilton,3550,Hamilton--Niagara Peninsula,L7L,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
2016,1112,Agropur Cooperative,Agropur Coopérative - Usine de Don Mills,1275 Lawrence Avenue,,Toronto,ON,M3A3P9,,,43.74,-79.32,1983,311511,6,Other Manufacturing,Autres fabrication,3520,Toronto,3520005,Toronto,535,Toronto,3530,Toronto,M4A,8,MixedWood Plain,Plaines à forêts mixtes,2,St. Lawrence Drainage Area,Aire de drainage du Saint-Laurent,1,1,0,1
